Dataset;Carpeta;Nombre del archivo;Planta;Condición;Saludable;Planta_Estado
Cassava Leaf Disease Classification ;Cassava;2460780852.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2461604089.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2461718953.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2461721472.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2462086186.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2462190375.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2462241027.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2462319978.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2462343820.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2462431512.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2462733564.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2462747672.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2462768827.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2462876995.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2463031363.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2463031919.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2463068733.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;24632378.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2463819050.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2464064424.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2464377499.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2464569796.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2464983758.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2465100759.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2465281174.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2465451317.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2465664646.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2466033543.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2466474683.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2466501626.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2466541991.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2466680233.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2466684931.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2466811174.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2466877412.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2466948945.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2467248258.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2467324210.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2467507498.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2467555278.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2467650038.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2467729031.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2467873111.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2467873182.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2467892554.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2468020600.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2468021699.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2468056909.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2468085000.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2468469374.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2468551140.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2468594411.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2468769812.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2468963984.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2469042069.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2469189425.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2469652661.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2469928769.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;246993225.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2470178164.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2470191455.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2470314763.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2470440750.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2470712150.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2470903656.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2470947751.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2471372576.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2471622772.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2471978999.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2472243089.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2472587506.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2473152942.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2473268326.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2473286391.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2473638974.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2474023641.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2474050099.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2474336811.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2474385687.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2474746012.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2475211704.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2475226454.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2475450560.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2475812200.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2476023220.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2476543961.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2476584583.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2477121392.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;247720048.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2477268412.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2477748902.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2477858047.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;247787663.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2478018732.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2478144118.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2478233162.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2478368838.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2478598463.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2478621909.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2478627956.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2478837427.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2478931930.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2479115666.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2479163539.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2479205385.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2479508913.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2479637031.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2480147143.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2480152514.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2480234576.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2480590755.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2480715944.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2480935122.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2481096927.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;248109965.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2481691686.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2481954386.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2481971712.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2482224831.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2482242374.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2482667092.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2482838922.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2482951138.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2482984898.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2483045169.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2483192748.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2483366059.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2484133186.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2484137183.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2484271873.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2484373271.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2484471054.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2484530081.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2484602563.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2485317187.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;248534118.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;248540513.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2485868532.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2485888948.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2485910685.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2486212637.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2486583818.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2486584885.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2486633208.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2486687383.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2486866948.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2487571840.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2487617248.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2487843883.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;248784600.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2487952325.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;248804719.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2488453627.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2488494933.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;248855703.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;248891023.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2488940657.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2488945331.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2488982493.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2489013604.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2489350383.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2489474149.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2489511782.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2489601909.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;248967809.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2489749892.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2489922453.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2489987245.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2490112634.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2490398752.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2490423956.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2490478654.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2490500450.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2490802199.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2491061027.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2491179665.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2491752039.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2492261561.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2492326424.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2492339911.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2492550594.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;249317058.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2493815329.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2493854488.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2494192748.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2494405997.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2494580860.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2494730151.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;249475993.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2494764703.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2494865945.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2495248330.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2495314990.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
